chip_id	sample	hm	input_id	CEMT_JSD	CEMT_JSD_synthetic	AUC_bs_200	X-intercept_bs_200	Elbow_Point_bs_200	JS_Distance_bs_200	Synthetic_JS_Distance_bs_200	%_genome_enriched_bs_200	CHANCE_bs_200	AUC_bs_500	X-intercept_bs_500	Elbow_Point_bs_500	JS_Distance_bs_500	Synthetic_JS_Distance_bs_500	%_genome_enriched_bs_500	CHANCE_bs_500	AUC_bs_1000	X-intercept_bs_1000	Elbow_Point_bs_1000	JS_Distance_bs_1000	Synthetic_JS_Distance_bs_1000	%_genome_enriched_bs_1000	CHANCE_bs_1000	AUC_bs_5000	X-intercept_bs_5000	Elbow_Point_bs_5000	JS_Distance_bs_5000	Synthetic_JS_Distance_bs_5000	%_genome_enriched_bs_5000	CHANCE_bs_5000	AUC_bs_10000	X-intercept_bs_10000	Elbow_Point_bs_10000	JS_Distance_bs_10000	Synthetic_JS_Distance_bs_10000	%_genome_enriched_bs_10000	CHANCE_bs_10000	AUC_bs_20000	X-intercept_bs_20000	Elbow_Point_bs_20000	JS_Distance_bs_20000	Synthetic_JS_Distance_bs_20000	%_genome_enriched_bs_20000	CHANCE_bs_20000	AUC_bs_30000	X-intercept_bs_30000	Elbow_Point_bs_30000	JS_Distance_bs_30000	Synthetic_JS_Distance_bs_30000	%_genome_enriched_bs_30000	CHANCE_bs_30000	AUC_bs_40000	X-intercept_bs_40000	Elbow_Point_bs_40000	JS_Distance_bs_40000	Synthetic_JS_Distance_bs_40000	%_genome_enriched_bs_40000	CHANCE_bs_40000	AUC_bs_50000	X-intercept_bs_50000	Elbow_Point_bs_50000	JS_Distance_bs_50000	Synthetic_JS_Distance_bs_50000	%_genome_enriched_bs_50000	CHANCE_bs_50000
A26685	CEMT_7	H3K4me1	A26691	0.101539071451	0.190830255719	0.22394200912313664	0.15388330082117382	0.7080377770400961	0.15290843220271966	0.34472062035834045	24.343495543345117	0.26987624901789004	0.2509156862545758	0.10779059948794122	0.7199687773750103	0.1683938136759372	0.3258244952086674	22.41685492989579	0.2429192856444432	0.2662445776259017	0.09494111862521461	0.7249532898607965	0.16953973288345295	0.30350086504689605	21.736021215027847	0.22571060253331088	0.29919939751276337	0.08583542916102406	0.6956906558328497	0.06394464126614856	0.13576889117756258	25.44512155800606	0.17594461201255984	0.3081731459534747	0.08396481339361146	0.6754719171412172	0.0211918151638197	0.0	27.12257914729232	0.15964047046347093	0.3203641045373193	0.08089681817888633	0.6477357018002154	0.0	0.0	30.435960448151086	0.1380065777726322	0.32411177545934383	0.07942989288720742	0.6374517411876264	0.0	0.0	32.479269272078106	0.12923963149290027	0.32508255821775267	0.07823225806451613	0.6339354838709678	0.0	0.0	33.13935483870968	0.12083980994781553	0.33040587653842823	0.07755102040816327	0.6205210938130192	0.0	0.0	34.17278373800113	0.11985927295484998
A26692	CEMT_8	H3K4me1	A26698	0.137065375732	0.239443373182	0.17038636910256846	0.29704687451234985	0.737388029077039	0.15580870959137444	0.38331958653362047	12.773886893795245	0.2686240325875641	0.20783713073414664	0.1979217480543088	0.7353319918738637	0.16271847481685986	0.36322287951883375	13.606700032273697	0.24764724749238773	0.23375396380431374	0.14006045315686386	0.7358109992503808	0.15091244404179088	0.3350780701279427	15.373124944584607	0.2335214149565217	0.28192192042891684	0.0870655187979622	0.698592571096924	0.056606553064826565	0.16972018735503025	22.45759979364158	0.18721660762999667	0.29204385884723216	0.08490639047072404	0.6719184310488265	0.032334564121723565	0.0	25.429997613811516	0.16887123865014225	0.3053124410728094	0.08166437689067771	0.6339260950611789	0.0	0.0	29.016299334997452	0.1431436825536102	0.3098745201999904	0.0804168400274797	0.620364009327618	0.0	0.0	29.74678032685367	0.13376298122896504	0.3126111749721399	0.07895483870967741	0.6127741935483871	0.0	0.0	29.94322580645161	0.12646987292604525	0.3164255926704251	0.07808340727595386	0.6060014519641849	0.0	0.0	32.79019117528434	0.12255806060565885
A26699	CEMT_9	H3K4me1	A26705	0.106622837041	0.218427935409	0.1946454590672651	0.229187123792014	0.7321352712179563	0.09775050961719285	0.3664570963622416	17.368044609623237	0.26435239280827216	0.22876256041818757	0.14592353552057213	0.7382938531343691	0.10651210882271107	0.34900692308574155	16.31101655050608	0.24163085638758347	0.24948306304651321	0.10942924159499609	0.7388459089333645	0.10683783566044744	0.32724852731732645	17.264099691285878	0.2249464319210023	0.2897473573969843	0.08685916037918359	0.68737021990069	0.03884833644322111	0.16744995553528608	23.232088734120076	0.16397857352026532	0.3003738487682087	0.08493541168200491	0.659490903462553	0.017329020619378896	0.0	26.03492864006604	0.1426787518785072	0.31456393357824	0.08187722930655263	0.6218451079419751	0.0	0.0	29.64389145816805	0.11360437417282135	0.31918392668782125	0.08055230336045825	0.6092753679280883	0.0	0.0	30.073827516473308	0.10323269630817325	0.32195305892541404	0.07922580645161291	0.6009161290322581	0.0	0.0	32.14322580645161	0.09273954587383411	0.325836150124752	0.07853512946680649	0.5921916592724046	0.0	0.0	33.229007017826895	0.09169364222156791
A34019	CEMT_4	H3K4me1	A34025	0.188108731124	0.333394618925	0.08783171179666963	0.5390483158288693	0.775359161993608	0.21623563252019629	0.46916641525704844	4.527772812612603	0.26870372701456063	0.11234128422323178	0.4523869477562688	0.7502607527670423	0.16765025258133232	0.41970112196423665	5.276023932187193	0.25467202409648765	0.15125574557518265	0.3311652950517076	0.7352783666363057	0.1263170267779026	0.34803775175146723	7.014113797022481	0.23844487905577055	0.22691411406013814	0.12308634810085768	0.764412845811569	0.08342242172174327	0.157110417305212	11.838685754820403	0.21588630030712677	0.24852514062626352	0.08690240489104148	0.7605008416151271	0.0410702118046737	0.0	15.19099181601842	0.20915508807274524	0.2631572875131251	0.07854899153105388	0.7365403097325155	0.0	0.0	18.218876784251503	0.19529370507182148	0.2687659404884279	0.07702058075066039	0.7224066028698874	0.0	0.0	19.85021625753515	0.19055395934014271	0.2718577208753916	0.07536774193548387	0.7112516129032258	0.0	0.0	21.670967741935485	0.18730932264101408	0.27719522508374433	0.07446962974913285	0.6973138662579657	0.0	0.0	22.200532386867792	0.17962644875393363
A34035	CEMT_5	H3K4me1	A34041	0.129609690835	0.244936836624	0.14666509465383307	0.3924203464988879	0.6892103865580985	0.12834066206014122	0.38334898388109584	6.550136174491122	0.1564820392998785	0.17981346635810588	0.30493903624487645	0.6595028303161242	0.12370759255210896	0.3549739081964977	6.783263589692665	0.15039096313910583	0.22698710536415073	0.19852752230721488	0.6461749272547013	0.10319985525789492	0.29558323350303933	8.53640489106341	0.1436611683231445	0.2917580169574262	0.09151189785258271	0.6981314890049655	0.08376366749370878	0.11201384584812768	11.909460243760883	0.12520898655293608	0.30519170261462436	0.0846709962014459	0.7091977892286162	0.05546961756862392	0.0	13.619654454111016	0.11754652446165026	0.31496620295380473	0.08183852886730264	0.7015680127969453	0.0	0.0	15.393099711681728	0.10441566143087826	0.31865181988273217	0.08026202478978993	0.6935142091360342	0.0	0.0	17.201908097804527	0.09663569014018376	0.31774064298875404	0.07859354838709677	0.6947096774193549	0.0	0.0	18.62709677419355	0.07423196691627859	0.323497259103246	0.07758328627893846	0.6819553117689764	0.0	0.0	18.823909010244414	0.09153877523048537
A34074	CEMT_6	H3K4me1	A34080	0.108981674125	0.175519848129	0.2140902560267853	0.2320282944773693	0.6427995045667912	0.12885762589923855	0.3200484893720133	13.957246961641326	0.16484011166334397	0.24648464147295743	0.16899197413461517	0.6361408332546105	0.13239807611151852	0.2989182392370606	13.174857984451236	0.15440857526021778	0.27591317018980344	0.12278890563665235	0.6384011349072649	0.12463354031465898	0.26696027376734793	14.358833818301992	0.15293310491451384	0.3212447133842177	0.08154220674534081	0.6775536854323854	0.06650210208390014	0.09978258452039737	15.258270458502611	0.13592276480670262	0.3288509282889011	0.07907312700326972	0.6806409173282428	0.011393072328674932	0.0	17.04609213267208	0.12625312085026705	0.3356774905300907	0.07673007088630455	0.6723814315292479	0.0	0.0	19.20573798512613	0.11264229181815584	0.33752304447370246	0.07554016004025196	0.6670698313481505	0.0	0.0	20.34659261337797	0.10694436292824427	0.3372533683767045	0.07424516129032258	0.667458064516129	0.0	0.0	21.686451612903227	0.0933404621474407	0.34227001311552363	0.07338872307816408	0.6548681132532064	0.0	0.0	20.454948777930145	0.10308241666271965
A34081	CEMT_40	H3K4me1	A34087	0.0910716396477	0.178885474716	0.19203270313184995	0.30150075663958653	0.6553135908048752	0.1082914745768762	0.32220300580516315	14.534399051227865	0.16807973869525142	0.22662605555515294	0.2246236374358113	0.6379653771911696	0.1161556290303836	0.3012328462626822	15.323122249602383	0.15656819526937207	0.25985941880214664	0.1605413378686635	0.632558296994269	0.12366301329917023	0.27584580884419674	19.18496247874064	0.15998346320440604	0.3195407082440276	0.08801025343393307	0.644220352099052	0.04681314966198179	0.11009741352792575	23.470207003288838	0.13197375269925046	0.3310326120007008	0.08479353020463179	0.6352646412010912	0.006557181403807211	0.0	26.603421923267916	0.12034328959188258	0.34143843134690366	0.08217393267413585	0.6183814186291015	0.0	0.0	27.973322497210344	0.10563441846964902	0.3444535296249209	0.08072647050285925	0.6130780172038433	0.0	0.0	28.57695768706035	0.10025882090741706	0.34312807945982277	0.07913548387096775	0.6189806451612904	0.0	0.0	27.338064516129034	0.0998231427840264	0.35076951363547126	0.07813180608211664	0.60301685891748	0.0	0.0	29.189319996773413	0.09265676135205728
A34088	CEMT_41	H3K4me1	A34094	0.0853844154513	0.191327591659	0.18043607390856375	0.32761236684652173	0.6541947520912373	0.10247087369871569	0.3351353613554653	12.552350251263151	0.15659061757646064	0.21399776613526178	0.2460550161739259	0.6300736362589981	0.1111034152087307	0.31649614665378645	13.606458221361446	0.14606549850146547	0.2604378811438972	0.1546359510893659	0.6153073841516004	0.1060278897272594	0.2778555567500561	16.756647832149795	0.13956004206136305	0.31586028827175117	0.08828109885858	0.6256013413297221	0.027472389979136917	0.10862642097569701	21.385825756110144	0.11849177883369982	0.3284995779887849	0.08474838609819488	0.6223211809698244	0.004557206935555937	0.0	23.824157256270194	0.10714566154214383	0.3392954476616605	0.0822255332598025	0.6107445319504377	0.0	0.0	25.889948850919456	0.09227215751010197	0.3424218258688062	0.08071679455050364	0.6055985060329563	0.0	0.0	26.731753572845406	0.08707395514196897	0.34305396349362727	0.07925161290322581	0.607858064516129	0.0	0.0	27.42322580645161	0.0813085023023939	0.34829352568866234	0.07819633782366701	0.5976123255626361	0.0	0.0	27.939017504234897	0.08014133284077164
A34380	CEMT_42	H3K4me1	A34386	0.138719642683	0.223227227298	0.14472421428164606	0.40851006097222836	0.7148862874002679	0.16188685117710008	0.3736370113030375	11.923986029443816	0.2376464524643908	0.1749741236661774	0.3221311472767094	0.6971155504728693	0.16771810493336176	0.35881855855002986	13.374577677241756	0.21903621423538358	0.20814085499955562	0.23736907861328518	0.6871283138405487	0.168009221549329	0.33101318207228814	16.67098167866326	0.21810678615450868	0.28457808107612564	0.0948845682594957	0.6855387889340298	0.10159250600734071	0.15307647794110651	22.42293802798736	0.1720412198189608	0.2986309991153041	0.08611238302839565	0.6710058751829948	0.028655911597536336	0.0	25.322296674169188	0.15905663283398513	0.3122478281354643	0.08318014409463548	0.6427820455762173	0.0	0.0	26.85229977360243	0.13904914172130625	0.31700477262788535	0.08172309359548714	0.6324395978674201	0.0	0.0	28.01188206949269	0.13170322914778243	0.3193944173384508	0.08012903225806452	0.6266451612903225	0.0	0.0	27.750967741935483	0.12620586329625605	0.32349504817573405	0.0792772444946358	0.6188271355973219	0.0	0.0	27.43244333306445	0.12183530433129279
A34387	CEMT_43	H3K4me1	A34393	0.121411446037	0.214109591775	0.14385316554728908	0.4315330805097019	0.7032122168340508	0.13633951733069305	0.3587230010215216	11.39564086870014	0.2064762658912626	0.17705083076563702	0.34066015023873186	0.673953772846698	0.14179547158304512	0.341002396443242	13.16165510864242	0.1911484605531652	0.21223870611203507	0.25105825266195403	0.6592853630816601	0.14176502477304057	0.31569661841910746	17.121107824250583	0.19301815792135185	0.2918866775840478	0.0965676791126588	0.6714370929257755	0.08842731302429727	0.1482826986639373	21.94154252918037	0.1490069275081331	0.3065477873680106	0.08598339986714734	0.6642278100593968	0.023435950472464377	0.0	24.07696425231686	0.1370847925848258	0.319139638126818	0.0829350413127189	0.6421370382553842	0.0	0.0	25.91381412179028	0.11931360607581905	0.3235314213888565	0.08140378716775198	0.6315784381077708	0.0	0.0	27.676126522753002	0.11172748800947964	0.32681716187117554	0.07989677419354839	0.6239612903225806	0.0	0.0	29.699354838709677	0.09967260014260636	0.32983706934641216	0.07890618698072115	0.6170041138985238	0.0	0.0	29.35387593772687	0.1040334782459581
