chip_id	sample	hm	input_id	CEMT_JSD	CEMT_JSD_synthetic	AUC_bs_100	X-intercept_bs_100	Elbow_Point_bs_100	JS_Distance_bs_100	Synthetic_JS_Distance_bs_100	%_genome_enriched_bs_100	CHANCE_bs_100	AUC_bs_200	X-intercept_bs_200	Elbow_Point_bs_200	JS_Distance_bs_200	Synthetic_JS_Distance_bs_200	%_genome_enriched_bs_200	CHANCE_bs_200
A34964	CEMT_29	H3K27ac	A34965	0.300285177399	0.388293583099	0.08207474816781857	0.5024684089405987	0.8146199269908986	0.348207554371925	0.5226431687542019	5.177134751130968	0.4036739574246157	0.09150583330821277	0.4600650475327514	0.8205090854784781	0.31882201301060153	0.5007957535218516	5.153473900383569	0.39725769875318856
A35241	CEMT_25	H3K27ac	A35242	0.150899722367	0.242938105371	0.1201552258887249	0.5107951400646883	0.7086026810627876	0.17449599396791038	0.3747990388695217	5.984334023844945	0.13299184283998575	0.1303617241268907	0.47216276920545236	0.6960694720752663	0.17764042831047067	0.37648092742597905	5.8812703910306166	0.12852446346647312
A35248	CEMT_30	H3K27ac	A35249	0.140143101708	0.191618726221	0.1271761237330537	0.5301807933310062	0.6883259431470712	0.17231466908152518	0.32697603776537254	8.42470916667787	0.1697258836654296	0.1393458565131477	0.4920453540111184	0.6789517749627225	0.17552444928521616	0.3289520834767106	8.246423597972768	0.15887612921013197
A35255	CEMT_35	H3K27ac	A35256	0.12170839364	0.221944035424	0.10616682239695571	0.5765409891684434	0.7297795956704209	0.12180563715109842	0.35753083813186737	8.210153083880572	0.1295781409351523	0.115088751939429	0.5437158290239569	0.7177436432344402	0.12013656801646516	0.36126873942478094	8.347596898744936	0.12266434556000927
A35262	CEMT_36	H3K27ac	A35263	0.102121884515	0.205338499901	0.12242240332163801	0.5305512457017127	0.7061127188228139	0.10859274398518244	0.34265900874303745	9.908291920208105	0.16077772619698208	0.13316323982998882	0.49395010744101575	0.692829605074631	0.1094544615853006	0.3450447729517283	10.036436574464194	0.15198420047478198
A35269	CEMT_37	H3K27ac	A35270	0.181408319675	0.260108022211	0.10314883602133895	0.5506814792159939	0.7423557604682699	0.21361805727529765	0.39480418554951796	7.362252412317164	0.24147687838319476	0.11523211011457198	0.5059532330447347	0.7389270368332718	0.21251302455767437	0.3963361398167953	7.376894210514234	0.2304693330477062
A35276	CEMT_38	H3K27ac	A35277	0.115754457081	0.197857698489	0.11854486174242854	0.5496132287026239	0.701390079801373	0.12953496015680532	0.33697737513303017	9.308562095732565	0.17999672870715486	0.12960629374011873	0.5142291316687004	0.6937984571103873	0.12940943242750538	0.33908269808562386	9.47816500907529	0.17127513692639634
A35996	CEMT_31	H3K27ac	A35997	0.153766312948	0.240116279579	0.10658988568797159	0.5540270773449768	0.7411884428759794	0.15950157381791402	0.3782567858321803	2.898614974382043	0.09264323610276884	0.11780244122866398	0.5144355922968045	0.7251965939830473	0.16032413617134117	0.37884450290312616	2.655919421454296	0.08987205186981206
A37110	CEMT_47	H3K27ac	A37112	0.132117486648	0.262471637614	0.17039746125341218	0.23260981631720498	0.7161083233683581	0.1229320171415057	0.41263563191791225	10.867286389312298	0.16272491759936045	0.18027269174870272	0.19886640765269947	0.7196128667161378	0.11793091831866165	0.4113220253043618	10.921706180353887	0.1619725642778117
A47310	CEMT_33	H3K27ac	A47311	0.172606157943	0.28079452921	0.12103440215697421	0.46589650618276623	0.7500880912523815	0.19278982309505172	0.41034129768147365	10.82575638942482	0.29836574302376045	0.13865093281752974	0.4085049023590596	0.7510550008756746	0.1942494761200855	0.4059785223460634	10.295579506996498	0.2800496625170836
A47317	CEMT_34	H3K27ac	A47318	0.201129791214	0.322064432773	0.12484694216353527	0.37039417518618456	0.7845989375916076	0.22330174739103684	0.4606774331562839	9.455050376525017	0.3136167087893943	0.14035990682445745	0.3131450362147541	0.7904385620778481	0.22163799700896902	0.45406269514348985	9.13696788582751	0.3034336457814241
A50439	CEMT_50	H3K27ac	A50440	0.108052238236	0.17867489387	0.222650543296833	0.20667595796032986	0.6781677780398995	0.12123354432357125	0.3175354583329546	24.080368110363725	0.1904722598040074	0.23989642065327713	0.16577770865236133	0.6780865465689935	0.12321393793980417	0.31369880929005434	20.49484770613238	0.17467475231815968
A50446	CEMT_51	H3K27ac	A50447	0.127930211148	0.20889635134	0.18512670934429062	0.329954211653485	0.6945871568743521	0.1384928739124637	0.3282097115518508	18.52240758179908	0.24299195706471663	0.2070051234183774	0.27117717254753626	0.6986161979600788	0.1394636853602716	0.324657187348939	18.44315145087128	0.21988513670527313
A50453	CEMT_52	H3K27ac	A50454	0.189724605854	0.198485798878	0.20014032563840423	0.25185226788882376	0.7044132915386699	0.19149606228178734	0.3381068907704062	24.266416540080492	0.27795848736096124	0.21790283481197212	0.2042525663923047	0.7020153458965548	0.19352271567545354	0.3355090498063098	23.12655796006399	0.25549128255051473
A50460	CEMT_53	H3K27ac	A50461	0.179844988022	0.188529743589	0.2070975226719918	0.23794749010136113	0.6904561571231334	0.18022470478658695	0.33023080192976995	25.400771269584123	0.2659869864614174	0.2245470961725261	0.19310036778332587	0.6896907824094386	0.18248812080227989	0.3272046196399692	24.115001221301668	0.24399650113071486
A50467	CEMT_54	H3K27ac	A50468	0.129254295443	0.149297865084	0.23622301661762451	0.24119673461549831	0.6281061214175216	0.12418176405671333	0.26340218676189814	32.09127972207238	0.22606975383370514	0.258632299333082	0.19157915724252522	0.635276183121482	0.12121756166075973	0.25760254077464784	29.0332423611901	0.1953639938116679
A50474	CEMT_55	H3K27ac	A50475	0.147357077881	0.160722090237	0.23328718400532272	0.1907988981089293	0.6621274160773041	0.14951165418136678	0.30148306916759415	27.719780541307326	0.22869214233661	0.2503887044748825	0.1536494221966355	0.6635324222706616	0.15089248068141747	0.29655626318977224	26.565755165512815	0.20768688853506287
